I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b≥Ídy zagrywka;as;eff%;liczba;b≥Ídy przyjÍcie;poz%;perf%;liczba1;b≥Ídy atak;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania;Sezon;Faza;Kolejka
*;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Koleta £yszkiewicz ;BKS BOSTIK Bielsko-Bia≥a;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
3;3;3;3;3;-;28;9;23;22;0;0;14%;0;0;-;-;56;3;2;26;46%;38%;2;1;18 Gabriela Orvosova ;BKS BOSTIK Bielsko-Bia≥a;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;19 Alina Bartkowska ;BKS BOSTIK Bielsko-Bia≥a;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
4;4;4;4;4;-;19;7;6;15;2;0;-13%;34;1;29%;9%;43;4;6;14;33%;9%;5;2;22 Weronika Szlagowska ;BKS BOSTIK Bielsko-Bia≥a;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
*;*;*;*;*;-;0;0;-2;0;0;0;-;22;2;45%;18%;0;0;0;0;-;-;0;0;1 Maria Stenzel (L);Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
2;3;2;2;1;-;1;1;-1;22;2;1;0%;0;0;-;-;4;0;0;0;0%;0%;0;1;3 Naiane De Almeida Rios ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Marlena Kowalewska ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
4;5;4;4;3;-;15;5;12;23;2;1;4%;0;0;-;-;20;0;1;9;45%;40%;5;5;5 Agnieszka Korneluk ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
5;6;5;5;4;-;27;9;14;16;2;0;0%;0;0;-;-;62;3;8;22;35%;18%;5;2;6 Jovana Brakocevic-Canzian ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
1;2;1;1;6;-;8;4;7;15;1;1;0%;1;0;100%;0%;10;0;0;4;40%;40%;3;4;9 Iga Wasilewska ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;10 Katarzyna Po≥eÊ ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
3;4;3;3;2;-;10;7;-1;15;1;2;7%;20;3;35%;10%;30;1;6;4;13%;-10%;4;2;11 Martyna £ukasik ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;*;;*;-;2;0;2;2;0;0;0%;4;0;0%;0%;5;0;0;2;40%;40%;0;0;12 Aleksandra Lipska ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
*;;*;*;*;-;0;0;-5;3;1;0;-33%;7;0;57%;29%;6;1;3;0;0%;-67%;0;0;15 Martyna CzyrniaÒska ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Aleksandra Øurawska (L);Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
6;1;6;6;5;-;10;4;8;13;0;0;8%;44;1;39%;14%;21;1;0;9;43%;38%;1;4;19 Bojana MilenkoviÊ ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;21 Marta Pol ;Grupa Azoty Chemik Police;"
							19.12.2021, 12:30BKS BOSTIK Bielsko-Bia≥a-3:2-Grupa Azoty Chemik Police";"
							19.12.2021, 12:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Ewa Kwiatkowska ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
4;3;2;2;;-;9;6;4;18;0;3;17%;16;2;44%;13%;20;2;1;4;20%;5%;2;2;3 Karolina Druøkowska ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;;*;;-;2;2;1;4;0;0;0%;5;0;80%;60%;9;0;1;2;22%;11%;0;0;8 Ewelina Øurowska ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;*;3;3;;-;2;1;-1;7;0;0;0%;0;0;-;-;5;0;3;2;40%;-20%;0;0;9 Oriana Miechowicz ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
1;6;6;6;;-;4;1;0;8;1;1;0%;1;0;0%;0%;9;1;2;2;22%;-11%;1;2;11 Justyna £ukasik ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
5;4;4;4;;-;12;3;2;11;2;1;0%;3;1;0%;0%;23;2;5;11;48%;17%;0;1;12 Monika Ga≥kowska ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
6;5;;;;-;4;3;0;2;0;0;0%;11;2;36%;18%;10;0;2;1;10%;-10%;3;0;13 Emilia Mucha ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Aleksandra Cygan ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;*;*;*;;-;0;0;0;0;0;0;-;12;0;25%;17%;0;0;0;0;-;-;0;0;15 Kinga WysokiÒska (L);Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;-1;0;0;0;-;5;1;20%;20%;0;0;0;0;-;-;0;0;16 Oliwia Ba≥uk (L);Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
3;2;5;5;;-;14;2;1;10;2;0;-20%;35;4;29%;6%;29;4;3;14;48%;24%;0;0;18 Aleksandra Dudek ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;1;;*;;-;0;0;-2;2;2;0;-100%;0;0;-;-;0;0;0;0;-;-;0;0;22 Sylwia Kucharska ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
2;*;1;1;;-;5;4;5;14;0;4;28%;0;0;-;-;4;0;0;0;0%;0%;1;1;23 Natalia Gajewska ;Energa MKS Kalisz;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;2 Gabriela PolaÒska ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
5;5;6;5;;-;16;6;11;14;2;1;7%;0;0;-;-;28;1;2;12;43%;32%;3;2;3 Bruna Honorio Marques ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;5 Marta £yczakowska ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Katarzyna Bagrowska ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;*;;;-;0;0;0;0;0;0;-;1;0;0%;0%;0;0;0;0;-;-;0;0;7 Jelena BlagojeviÊ ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
1;1;2;1;;-;16;10;11;24;3;4;12%;0;0;-;-;12;1;1;7;58%;42%;5;0;8 Anna Obia≥a ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
2;2;3;2;;-;1;1;1;14;0;1;7%;0;0;-;-;3;0;0;0;0%;0%;0;0;10 Katarzyna Wenerska ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;-3;0;0;0;-;10;3;40%;20%;0;0;0;0;-;-;0;0;12 Aleksandra Szczyg≥owska (L);Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;*;*;;-;1;0;1;0;0;0;-;0;0;-;-;1;0;0;1;100%;100%;0;2;14 Dominika Witowska ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
3;3;4;3;;-;21;10;13;16;1;1;0%;23;2;52%;22%;40;3;2;17;43%;30%;3;0;15 Kara Bajema ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;*;;*;;-;4;1;2;2;1;1;0%;0;0;-;-;6;0;1;3;50%;33%;0;1;16 Izabella Rapacz ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;*;*;;;-;0;0;-2;0;0;0;-;10;2;40%;20%;0;0;0;0;-;-;0;0;20 Daria Przyby≥a (L);Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
6;6;1;6;;-;10;5;2;11;3;1;-9%;25;2;36%;8%;16;3;0;8;50%;31%;1;0;27 Ann Kalandadze ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
4;4;5;4;;-;9;6;6;17;1;1;6%;0;0;-;-;6;1;1;3;50%;17%;5;4;95 Magdalena Jurczyk ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;*;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;98 Julia BiÒczycka ;Developres BELLA DOLINA RzeszÛw;"
							17.12.2021, 17:30Energa MKS Kalisz-1:3-Developres BELLA DOLINA RzeszÛw";"
							17.12.2021, 17:30
					";2021/2022;zasadnicza;13
2;1;2;4;;-;8;1;5;17;1;0;0%;10;0;50%;20%;17;0;2;7;41%;28%;1;3;2 Martyna Grajber ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;-3;0;0;0;-;23;3;57%;22%;0;0;0;0;-;-;0;0;3 Paulina Maj-Erwardt (L);£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;0;9;0;0;33%;0;0;-;-;0;0;0;0;-;-;0;0;4 Joanna Pacak ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;0;4;0;0;0%;8;0;63%;50%;0;0;0;0;-;-;0;0;5 Pietra Jukoski ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
3;2;3;5;;-;14;5;9;12;2;1;-8%;0;0;-;-;18;2;1;9;50%;33%;4;0;6 Kamila Witkowska ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
1;;*;3;;-;17;7;12;11;0;0;9%;0;0;-;-;35;2;3;17;49%;34%;0;1;8 Weronika Sobiczewska ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;6;1;;;-;4;3;1;6;0;0;0%;0;0;-;-;15;3;0;4;27%;7%;0;1;11 Ivna Colombo ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
4;3;4;6;;-;3;0;1;14;2;0;-7%;1;0;100%;0%;3;0;0;2;67%;67%;1;2;12 Roberta Ratzke ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Krystyna Strasz (L);£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Angelika Gajer ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
6;5;6;2;;-;9;4;5;15;2;1;-7%;0;0;-;-;12;1;1;5;42%;25%;3;2;15 Klaudia Alagierska-Szczepaniak ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Julita Piasecka ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
5;4;5;1;;-;23;9;12;12;2;0;-8%;38;3;39%;13%;43;3;3;20;47%;33%;3;1;21 Veronica Jones-Perry ;£KS Commercecon £Ûdü;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
;*;*;*;;-;1;1;-2;6;2;1;-17%;4;0;0%;0%;6;0;1;0;0%;-17%;0;1;1 Natalia Murek ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;4 Aleksandra SzczepaÒska ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;0;0;0;0;-;22;0;45%;18%;0;0;0;0;-;-;0;0;5 Agata Witkowska (L);E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
4;4;1;1;;-;13;3;8;15;0;1;20%;36;1;58%;31%;28;3;1;12;43%;28%;0;1;6 Aleksandra WÛjcik ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
3;3;6;6;;-;16;3;3;10;0;0;20%;1;0;100%;0%;40;6;7;15;38%;5%;1;0;8 Katarzyna ZaroúliÒska-KrÛl ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
5;5;2;2;;-;15;6;13;16;0;3;19%;0;0;-;-;25;1;1;9;36%;28%;3;4;9 Freya Aelbrecht ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
2;2;5;5;;-;6;2;3;18;1;1;6%;0;0;-;-;10;1;1;4;40%;20%;1;2;10 Zuzanna Efimienko-M≥otkowska ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
1;1;4;4;;-;12;2;5;9;2;0;-11%;23;1;65%;30%;28;3;1;9;32%;18%;3;1;12 Alexandra LaziÊ ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
*;;*;*;;-;0;0;0;1;0;0;0%;4;0;50%;0%;0;0;0;0;-;-;0;0;13 Renata Bia≥a ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
;;;*;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;15 Kornelia Moskwa ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
6;6;3;3;;-;2;1;0;13;2;0;-15%;1;0;100%;0%;3;0;0;0;0%;0%;2;1;18 Katarzyna Skorupa ;E.LECLERC MOYA Radomka Radom;"
							20.12.2021, 17:30£KS Commercecon £Ûdü-3:1-E.LECLERC MOYA Radomka Radom";"
							20.12.2021, 17:30
					";2021/2022;zasadnicza;13
4;3;6;6;;-;2;1;-1;7;1;0;-14%;1;0;100%;100%;11;0;2;2;18%;0%;0;0;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
3;2;5;5;;-;19;12;2;20;5;1;-10%;30;4;50%;20%;47;3;5;16;34%;17%;2;1;3 Olivia RÛøaÒski ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;*;;*;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Magdalena Damaske-Dawid ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
5;4;1;1;;-;8;2;0;18;3;0;-17%;0;0;-;-;30;2;3;8;27%;10%;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;;;*;;-;1;0;1;1;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;0;8 Sonia Stefanik ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
6;5;2;2;;-;14;8;12;15;1;0;-7%;18;0;61%;28%;36;1;0;12;33%;31%;2;0;10 Yaprak Erkek ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
*;*;*;*;;-;0;0;-2;0;0;0;-;13;2;54%;46%;0;0;0;0;-;-;0;0;11 Izabela LemaÒczyk (L);I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;*;;*;;-;0;0;0;2;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana Dπbrowska ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Hanna Tylska ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;*;*;;;-;1;1;0;4;1;1;0%;0;0;-;-;1;0;0;0;0%;0%;0;0;14 Maja SzymaÒska ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Gyselle Silva Franco ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
1;6;3;3;;-;13;6;10;10;1;0;-10%;3;0;100%;0%;14;2;0;8;57%;43%;5;2;18 Aleksandra Gryka ;I£ Capital Legionovia Legionowo;"
							18.12.2021, 19:00I£ Capital Legionovia Legionowo-3:1-Polskie Przetwory Pa≥ac Bydgoszcz";"
							18.12.2021, 19:00
					";2021/2022;zasadnicza;13
